block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_43938,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570815,
b_43934,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570814,
b_43936,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570817,
b_43937,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570816,
b_43937,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570811,
b_43938,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570810,
b_43935,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570813,
b_43936,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570812,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571434,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571435,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571436,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571437,
b_43934,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570819,
b_43935,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49914,2_merged_579288,570818,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571432,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571433,
a_43381,0,10,0,1,DART CENTRAL STATION,49470,1_merged_579275,561642,
a_43380,0,10,0,1,DART CENTRAL STATION,49470,1_merged_579275,561643,
a_43380,0,10,0,1,DART CENTRAL STATION,49470,1_merged_579275,561640,
a_43381,0,10,0,1,DART CENTRAL STATION,49470,1_merged_579275,561641,
a_43383,0,11,0,0,VALLEY JUNCTION,49476,1_merged_579275,561646,
a_43382,0,11,0,0,VALLEY JUNCTION,49475,1_merged_579275,561647,
a_43381,0,10,0,1,DART CENTRAL STATION,49470,1_merged_579275,561644,
a_43382,0,11,0,0,VALLEY JUNCTION,49475,1_merged_579275,561645,
a_43379,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562113,
a_43427,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562112,
a_43382,0,11,0,0,VALLEY JUNCTION,49475,1_merged_579275,561648,
a_43382,0,11,0,0,VALLEY JUNCTION,49475,1_merged_579275,561649,
a_43379,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562117,
a_43427,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562116,
a_43378,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562115,
a_43427,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562114,
b_44008,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572189,
b_44009,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572188,
b_43937,0,3,0,0,#3 UNIVERSITY TO VALLEY WEST MALL,49910,2_merged_579288,570780,
b_43865,0,1,0,0,E 42ND & HUBBELL,49774,2_merged_579288,569376,
b_44006,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572181,
b_44007,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572180,
b_44009,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572183,
b_43990,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572182,
b_44007,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572185,
b_44008,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572184,
b_43990,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572187,
b_44006,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572186,
b_44100,0,52,0,0,#52 JORDAN CREEK TO JORDAN CREEK TOWN CENTER,49941,1_merged_579286,572919,
b_44248,0,D-LINE,0,1,#42 WESTERN GATEWAY,50085,8801,579098,
a_43502,0,4,0,1,DART CENTRAL STATION,49615,1_merged_579275,563877,
b_43859,0,1,0,1,DART CENTRAL STATION,49777,1_merged_579286,569349,
b_44249,0,D-LINE,0,1,#42 WESTERN GATEWAY,50085,8801,579099,
a_43502,0,4,0,1,DART CENTRAL STATION,49615,1_merged_579275,563876,
b_44255,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579211,
b_44028,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,3_merged_579287,572065,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571430,
b_43891,0,14,0,1,#14 BEAVER AVE TO DART CENTRAL STATION,49818,1_merged_579286,569554,
b_43898,0,52,0,0,#52 JORDAN CREEK TO JORDAN CREEK TOWN CENTER,49941,3_merged_579287,571708,
b_43983,0,4,0,1,#4 E 14TH TO DART CENTRAL STATION,49926,2_merged_579288,571431,
b_43964,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571508,
b_43965,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571509,
b_44011,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572231,
b_44012,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572230,
b_44012,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572237,
b_44011,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572236,
b_44012,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572235,
b_44011,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572234,
b_43984,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571500,
b_43984,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571501,
b_43964,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571502,
b_43872,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,201_merged_579283,571503,
b_43984,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571504,
a_43502,0,4,0,1,DART CENTRAL STATION,49615,1_merged_579275,563879,
b_43984,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571506,
b_43965,0,5,0,1,#5 FRANKLIN AVE TO DART CENTRAL STATION,49934,1_merged_579286,571507,
a_43494,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563305,
a_43483,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563304,
a_43483,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563307,
a_43493,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563306,
a_43483,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563301,
a_43494,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563300,
a_43493,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563303,
a_43494,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563302,
a_43493,0,3,0,0,VALLEY WEST MALL,49596,3_merged_579276,563309,
a_43378,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562119,
a_43407,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561790,
a_43406,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561791,
a_43407,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561792,
a_43406,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561793,
a_43407,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561794,
a_43406,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561795,
a_43407,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561796,
a_43406,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561797,
a_43407,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561798,
a_43406,0,14,0,1,DART CENTRAL STATION,49501,1_merged_579275,561799,
b_43934,0,3,0,0,#3 UNIVERSITY TO VALLEY WEST MALL,49910,2_merged_579288,570778,
b_43864,0,1,0,0,E 42ND & HUBBELL,49774,2_merged_579288,569375,
b_43954,0,5,0,0,#5 FRANKLIN AVE TO JOHNSTON,49933,2_merged_579288,571516,
b_43949,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570589,
b_43947,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570588,
b_43951,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49890,201_merged_579283,570583,
b_43951,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49890,1301_merged_579285,570582,
b_43948,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570581,
b_43949,0,17,0,0,#17 HUBBELL AVE TO ADVENTURELAND,49883,1_merged_579286,570580,
b_43948,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570587,
b_43947,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570586,
b_43948,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570585,
b_43948,0,17,0,1,#17 HUBBELL AVE TO DART CENTRAL STATION,49887,1_merged_579286,570584,
b_43962,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570749,
b_43966,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570748,
b_44026,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,2_merged_579288,572027,
b_43962,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570745,
b_43966,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570744,
b_43967,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570747,
b_43963,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570746,
b_43962,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570741,
a_43378,0,15,0,0,PARK FAIR MALL,49514,3_merged_579276,562111,
b_43967,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570743,
b_43963,0,3,0,1,#3 UNIVERSITY TO DART CENTRAL STATION,49913,1_merged_579286,570742,
a_43457,0,16,0,0,MERLE HAY MALL,49535,2_merged_579277,562841,
a_43455,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563249,
a_43459,0,16,0,0,MERLE HAY MALL,49535,2_merged_579277,562843,
a_43458,0,16,0,0,MERLE HAY MALL,49535,2_merged_579277,562842,
a_43455,0,16,0,1,DART CENTRAL STATION,49555,2_merged_579277,562845,
a_43456,0,16,0,0,MERLE HAY MALL,49535,2_merged_579277,562844,
a_43458,0,16,0,1,DART CENTRAL STATION,49555,2_merged_579277,562847,
a_43456,0,16,0,1,DART CENTRAL STATION,49555,2_merged_579277,562846,
a_43459,0,16,0,1,DART CENTRAL STATION,49555,2_merged_579277,562849,
a_43459,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563241,
a_43458,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563242,
a_43457,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563243,
a_43455,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563244,
a_43456,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563245,
a_43459,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563246,
a_43458,0,3,0,0,VALLEY WEST MALL,49596,2_merged_579277,563247,
b_44016,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,1_merged_579286,571931,
b_44255,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579199,
b_44256,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579198,
b_44017,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,1_merged_579286,571930,
b_44255,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579193,
b_44256,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579192,
a_43411,0,14,0,1,DART CENTRAL STATION,49502,3_merged_579276,561860,
a_43412,0,14,0,1,DART CENTRAL STATION,49502,3_merged_579276,561861,
b_44255,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579197,
b_44256,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579196,
b_44255,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579195,
b_44256,0,D-LINE,0,1,#42 WESTERN GATEWAY,50104,17001,579194,
b_44017,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,1_merged_579286,571932,
b_44008,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,1_merged_579286,572202,
b_44015,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,1_merged_579286,571935,
b_44250,0,D-LINE,0,0,#42 STATE CAPITOL,50079,8801,578908,
b_44250,0,D-LINE,0,0,#42 STATE CAPITOL,50079,8801,578940,
b_44017,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,1_merged_579286,571934,
b_44255,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579175,
b_44256,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579174,
b_44255,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579177,
b_44256,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579176,
b_44255,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579171,
b_44256,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579170,
b_44255,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579173,
b_44256,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579172,
b_43864,0,1,0,0,E 42ND & HUBBELL,49774,2_merged_579288,569370,
b_44018,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,1_merged_579286,571936,
b_44255,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579179,
b_44256,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17001,579178,
b_43990,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571760,
b_44008,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 14TH,49958,1_merged_579286,571761,
b_44008,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571762,
b_44006,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 14TH,49958,1_merged_579286,571763,
b_44006,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571764,
b_44008,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571765,
b_44007,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571766,
b_44009,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571767,
b_44008,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571768,
b_43990,0,6,0,0,#6 INDIANOLA TO SOUTHRIDGE VIA SE 5TH,49957,1_merged_579286,571769,
b_44246,0,D-LINE,0,0,#42 STATE CAPITOL,50078,1_merged_579286,578854,
b_44011,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572240,
b_43955,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572752,
b_43865,0,1,0,0,E 42ND & HUBBELL,49774,2_merged_579288,569371,
a_43547,0,60,0,1,UNIVERSITY/INGERSOLL,49660,1_merged_579275,564612,
a_43553,0,60,0,1,UNIVERSITY/INGERSOLL,49660,1_merged_579275,564613,
b_44244,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17002,578626,
b_44245,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17002,578627,
b_44244,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17002,578624,
b_44245,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17002,578625,
a_43540,0,6,0,0,SOUTHRIDGE VIA SE 5TH,49641,2_merged_579277,564458,
a_43539,0,6,0,0,SOUTHRIDGE VIA SE 14TH,49640,2_merged_579277,564459,
b_44244,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17002,578620,
b_44245,0,D-LINE,0,0,#42 STATE CAPITOL,50103,17002,578621,
a_43540,0,6,0,0,SOUTHRIDGE VIA SE 5TH,49641,2_merged_579277,564454,
a_43540,0,6,0,0,SOUTHRIDGE VIA SE 5TH,49641,2_merged_579277,564455,
a_43540,0,6,0,0,SOUTHRIDGE VIA SE 5TH,49641,2_merged_579277,564456,
a_43540,0,6,0,0,SOUTHRIDGE VIA SE 5TH,49641,2_merged_579277,564457,
a_43539,0,6,0,0,SOUTHRIDGE VIA SE 14TH,49640,2_merged_579277,564450,
a_43539,0,6,0,0,SOUTHRIDGE VIA SE 14TH,49640,2_merged_579277,564451,
a_43539,0,6,0,0,SOUTHRIDGE VIA SE 14TH,49640,2_merged_579277,564452,
a_43540,0,6,0,0,SOUTHRIDGE VIA SE 5TH,49641,2_merged_579277,564453,
b_43932,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,1_merged_579286,570363,
b_43933,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,1_merged_579286,570362,
b_43931,0,16,0,0,#16A DOUGLAS TO HOOVER / MERLE HAY,49851,1301_merged_579285,570361,
b_43907,0,16,0,0,#16C DOUGLAS AVE TO MEREDITH AND MERLE HAY,49852,1301_merged_579285,570360,
b_43931,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,1_merged_579286,570367,
b_43932,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,1_merged_579286,570366,
b_43933,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,1_merged_579286,570365,
b_43907,0,16,0,0,#16C DOUGLAS AVE TO MEREDITH AND MERLE HAY,49852,201_merged_579283,570364,
b_43932,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,201_merged_579283,570369,
b_43907,0,16,0,0,#16 DOUGLAS AVE TO MERLE HAY,49855,1_merged_579286,570368,
b_43869,0,10,0,1,#10 EAST UNIVERSITY TO DART CENTRAL STATION,49786,1_merged_579286,569433,
b_43867,0,15,0,0,#15 6TH AVENUE TO PARK FAIR MALL,49829,3_merged_579287,569819,
b_43911,0,15,0,0,#15 6TH AVENUE TO PARK FAIR MALL,49829,3_merged_579287,569818,
b_43949,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570565,
b_43947,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570564,
b_43947,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570567,
b_43948,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570566,
b_43947,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570561,
b_43948,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570560,
b_43948,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570563,
b_43949,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570562,
b_43955,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572736,
b_44080,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572737,
b_43955,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572734,
b_44080,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572735,
b_43948,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570569,
b_43949,0,17,0,0,#17 HUBBELL AVE TO ALTOONA,49878,1_merged_579286,570568,
b_43955,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572730,
b_44080,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572731,
a_43516,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564212,
a_43517,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564213,
a_43517,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564210,
a_43515,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564211,
a_43517,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564216,
a_43515,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564217,
a_43515,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564214,
a_43516,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564215,
a_43516,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564218,
a_43517,0,52,0,1,VALLEY WEST TO DART CENTRAL STATION,49627,1_merged_579275,564219,
b_43894,0,52,0,0,#52 JORDAN CREEK TO JORDAN CREEK TOWN CENTER,49941,2_merged_579288,571676,
a_43582,0,72,0,0,JORDAN CREEK VIA MILLS CIVIC,49689,1_merged_579275,565031,
a_43527,0,72,0,0,JORDAN CREEK VIA MILLS CIVIC,49689,1_merged_579275,565030,
a_43527,0,72,0,0,VALLEY JUNCTION VIA UNIVERSITY,49690,8101_merged_579273,565033,
a_43582,0,72,0,0,VALLEY JUNCTION VIA UNIVERSITY,49690,1_merged_579275,565032,
a_43527,0,72,0,0,VALLEY JUNCTION VIA UNIVERSITY,49690,14201_merged_579282,565035,
a_43527,0,72,0,0,VALLEY JUNCTION VIA UNIVERSITY,49690,1301_merged_579274,565034,
a_43583,0,72,0,1,VALLEY JUNCTION VIA MILLS CIVIC,49693,1_merged_579275,565037,
a_43583,0,72,0,1,VALLEY JUNCTION VIA MILLS CIVIC,49693,1_merged_579275,565036,
a_43583,0,72,0,1,VALLEY JUNCTION VIA MILLS CIVIC,49693,1_merged_579275,565039,
a_43583,0,72,0,1,VALLEY JUNCTION VIA MILLS CIVIC,49693,1_merged_579275,565038,
b_43893,0,14,0,1,#14 BEAVER AVE TO DART CENTRAL STATION,49817,2_merged_579288,569594,
a_43509,0,4,0,1,DART CENTRAL STATION,49615,2_merged_579277,563938,
a_43509,0,4,0,1,DART CENTRAL STATION,49615,2_merged_579277,563939,
b_43979,0,4,0,0,#4 E 14TH TO PARK FAIR MALL,49922,1_merged_579286,571351,
b_43979,0,4,0,0,#4 E 14TH TO PARK FAIR MALL,49922,1_merged_579286,571350,
a_43492,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564038,
a_43510,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564039,
b_43979,0,4,0,0,#4 E 14TH TO PARK FAIR MALL,49922,1_merged_579286,571355,
b_43979,0,4,0,0,#4 E 14TH TO PARK FAIR MALL,49922,1_merged_579286,571354,
b_43979,0,4,0,0,#4 E 14TH TO PARK FAIR MALL,49922,1_merged_579286,571357,
b_43979,0,4,0,0,#4 E 14TH TO PARK FAIR MALL,49922,1_merged_579286,571356,
a_43510,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564032,
a_43492,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564033,
a_43510,0,5,0,1,DART CENTRAL STATION,49619,1_merged_579275,564030,
a_43492,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564031,
a_43492,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564036,
a_43510,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564037,
a_43510,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564034,
a_43492,0,5,0,1,DART CENTRAL STATION,49620,1_merged_579275,564035,
b_43907,0,16,0,1,#16 DOUGLAS AVE TO DART CENTRAL STATION,49860,1_merged_579286,570425,
b_44021,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571959,
b_43859,0,1,0,0,E 42ND & HUBBELL,49774,1_merged_579286,569321,
b_43861,0,1,0,0,E 42ND & HUBBELL,49776,1_merged_579286,569320,
b_43857,0,1,0,0,E 42ND & HUBBELL,49774,14201_merged_579293,569323,
b_43858,0,1,0,0,E 42ND & HUBBELL,49774,1_merged_579286,569322,
b_43857,0,1,0,0,E 42ND & HUBBELL,49774,8101_merged_579284,569325,
b_43857,0,1,0,0,E 42ND & HUBBELL,49774,1301_merged_579285,569324,
b_43858,0,1,0,1,DART CENTRAL STATION,49777,201_merged_579283,569329,
b_43859,0,1,0,0,E 42ND & HUBBELL,49774,1_merged_579286,569328,
b_44012,0,7,0,1,#7 SW 9TH TO DART CENTRAL STATION,50001,2_merged_579288,572241,
b_44080,0,D-LINE,0,0,#42 STATE CAPITOL,50078,2_merged_579288,572753,
b_44020,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571958,
b_43932,0,16,0,1,#16 DOUGLAS AVE TO DART CENTRAL STATION,49860,1_merged_579286,570423,
a_43441,0,98,0,0,DMACC ANKENY,49748,201_merged_579272,565329,
a_43612,0,98,0,0,DMACC ANKENY,49748,1_merged_579275,565328,
a_43615,0,D-LINE,0,1,WESTERN GATEWAY,49771,1_merged_579275,565499,
a_43616,0,D-LINE,0,1,WESTERN GATEWAY,49771,1_merged_579275,565498,
a_43615,0,D-LINE,0,1,WESTERN GATEWAY,49771,1_merged_579275,565497,
a_43562,0,98,0,0,DMACC ANKENY,49749,1_merged_579275,565324,
a_43441,0,98,0,0,DMACC ANKENY,49748,1_merged_579275,565327,
a_43441,0,98,0,0,DMACC ANKENY,49748,1_merged_579275,565326,
a_43416,0,96,0,1,EP TRUE EXPRESS,49744,14201_merged_579282,565321,
a_43416,0,96,0,1,EP TRUE EXPRESS,49744,1301_merged_579274,565320,
a_43441,0,98,0,0,DMACC ANKENY,49749,1_merged_579275,565323,
a_43416,0,96,0,1,EP TRUE EXPRESS,49744,8101_merged_579273,565322,
b_44247,0,D-LINE,0,0,#42 STATE CAPITOL,50078,1_merged_579286,578881,
b_44023,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,2_merged_579288,571999,
b_44023,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,2_merged_579288,571998,
b_44020,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571993,
b_44021,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571992,
b_44020,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571991,
b_44021,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571990,
b_44023,0,60,0,0,#60 INGERSOLL/UNIVERSITY,49975,2_merged_579288,571997,
b_44020,0,60,0,1,#60 UNIVERSITY/INGERSOLL,49979,1_merged_579286,571996,
